<http://identifiers.org/taxonomy/33554>	"Carnivora"	<http://identifiers.org/taxonomy/379582>	"Ailuridae"	<http://identifiers.org/taxonomy/9649>	"Ailurus fulgens"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/177161>	"Glossophaga longirostris"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/177162>	"Glossophaga morenoi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/27638>	"Glossophaga soricina"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148064>	"Glyphonycteris daviesi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409029>	"Glyphonycteris sylvestris"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1470804>	"Hsunycteris cadenai"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/2161707>	"Hsunycteris dashe"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1470994>	"Hsunycteris pattoni"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/138705>	"Hsunycteris thomasi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148051>	"Hylonycteris underwoodi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/55054>	"Leptonycteris curasoae"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/59456>	"Leptonycteris nivalis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/700936>	"Leptonycteris yerbabuenae"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1001577>	"Lichonycteris obscura"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148090>	"Lionycteris spurrelli"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/237984>	"Lonchophylla chocoana"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1303335>	"Lonchophylla concava"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1654710>	"Lonchophylla dekeyseri"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/190507>	"Lonchophylla handleyi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1470801>	"Lonchophylla hesperia"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/190508>	"Lonchophylla mordax"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1470802>	"Lonchophylla orienticollina"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/190509>	"Lonchophylla robusta"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148061>	"Lonchorhina aurita"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409030>	"Lonchorhina inusitata"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/249006>	"Lonchorhina orinocensis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409031>	"Lophostoma brasiliense"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409032>	"Lophostoma carrikeri"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/574022>	"Lophostoma evotis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409033>	"Lophostoma schulzi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/263451>	"Lophostoma silvicolum"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148062>	"Macrophyllum macrophyllum"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/9419>	"Macrotus californicus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/124750>	"Macrotus waterhousii"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148094>	"Mesophylla macconnelli"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148063>	"Micronycteris brachyotis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/257473>	"Micronycteris brosseti"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/948073>	"Micronycteris buriri"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/338418>	"Micronycteris cf. schmidtorum"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/260821>	"Micronycteris giovanniae"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148065>	"Micronycteris hirsuta"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/249007>	"Micronycteris homezi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/338419>	"Micronycteris matses"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148066>	"Micronycteris megalotis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/249008>	"Micronycteris microtis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148067>	"Micronycteris minuta"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148068>	"Micronycteris nicefori"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/2294179>	"Micronycteris sanborni"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148069>	"Micronycteris schmidtorum"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/338420>	"Micronycteris sp. TK136752"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1365274>	"Micronycteris yatesi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/410851>	"Mimon bennettii"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/999935>	"Mimon cozumelae"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/177163>	"Monophyllus plethodon"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148052>	"Monophyllus redmani"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148053>	"Musonycteris harrisoni"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148072>	"Phylloderma stenops"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409047>	"Phylloderma stenops PS1"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409048>	"Phylloderma stenops PS2"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/138702>	"Phyllonycteris aphylla"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/869459>	"Phyllonycteris obtusa"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/270774>	"Phyllonycteris poeyi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/270772>	"Phyllops falcatus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/89673>	"Phyllostomus discolor"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/187005>	"Phyllostomus elongatus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/9423>	"Phyllostomus hastatus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/999937>	"Phyllostomus latifolius"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/190511>	"Platalina genovensium"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/574073>	"Platyrrhinus albericoi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409049>	"Platyrrhinus aurarius"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/249009>	"Platyrrhinus brachycephalus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/362823>	"Platyrrhinus dorsalis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1505192>	"Platyrrhinus guianensis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/27658>	"Platyrrhinus helleri"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409050>	"Platyrrhinus helleri PS1"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409051>	"Platyrrhinus helleri PS2"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/409052>	"Platyrrhinus helleri PS3"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/574060>	"Platyrrhinus infuscus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/574075>	"Platyrrhinus ismaeli"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/410852>	"Platyrrhinus lineatus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/574080>	"Platyrrhinus masu"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/574081>	"Platyrrhinus matapalensis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/574064>	"Platyrrhinus recifinus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1684764>	"Platyrrhinus sp. MH-2015"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/679017>	"Platyrrhinus sp. PPMV-2009a"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/679018>	"Platyrrhinus sp. PPMV-2009b"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/2448888>	"Platyrrhinus umbratus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/574065>	"Platyrrhinus vittatus"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148037>	"Pygoderma bilabiatum"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/138699>	"Rhinophylla alethina"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/138706>	"Rhinophylla fischerae"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/138707>	"Rhinophylla pumilio"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148038>	"Sphaeronycteris toxophyllum"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/148093>	"Stenoderma rufum"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1983336>	"Sturnira adrianae"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192400>	"Sturnira aratathomasi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/2019462>	"Sturnira bakeri"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192401>	"Sturnira bidens"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192402>	"Sturnira bogotensis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1908666>	"Sturnira burtonlimi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192403>	"Sturnira erythromos"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192404>	"Sturnira hondurensis"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/27660>	"Sturnira lilium"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192405>	"Sturnira ludovici"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192406>	"Sturnira luisi"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192407>	"Sturnira magna"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192408>	"Sturnira mordax"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192409>	"Sturnira nana"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/192410>	"Sturnira oporaphilum"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/196700>	"Sturnira parvidens"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1092446>	"Sturnira perla"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/1932380>	"Sturnira sp. 3 AK-2017"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/244174>	"Sturnira sp. CAI-2003A"
<http://identifiers.org/taxonomy/9397>	"Chiroptera"	<http://identifiers.org/taxonomy/9415>	"Phyllostomidae"	<http://identifiers.org/taxonomy/244175>	"Sturnira sp. CAI-2003B"
